district_id,dem_votes,rep_votes,other_votes,total_votes,dem_pct,rep_pct,margin,winner_party
VA-11,219191,83023,6036,308250,72.53,27.47,45.06,D
VT-01,188547,70705,13199,272451,72.73,27.27,45.46000000000001,D
WA-01,197209,135534,0,332743,59.27,40.73,18.540000000000006,D
WA-02,210187,0,84646,294833,100.0,0.0,100.0,D
WA-03,145407,161819,0,307226,47.33,52.67,-5.340000000000003,R
WA-04,83785,141551,0,225336,37.18,62.82,-25.64,R
WA-05,144925,175422,0,320347,45.24,54.76,-9.519999999999996,R
WA-06,206409,116677,0,323086,63.89,36.11,27.78,D
WA-07,329800,64881,0,394681,83.56,16.44,67.12,D
WA-08,164089,148968,0,313057,52.42,47.58,4.840000000000003,D
WA-09,240567,0,0,240567,100.0,0.0,100.0,D
WA-10,166215,103860,0,270075,61.54,38.46,23.08,D
WI-01,137508,177492,10317,325317,43.65,56.35,-12.700000000000003,R
WI-02,309116,0,8179,317295,100.0,0.0,100.0,D
WI-03,187888,126980,121,314989,59.67,40.33,19.340000000000003,D
WI-04,206487,59091,7509,273087,77.75,22.25,55.5,D
WI-05,138385,225619,284,364288,38.02,61.98,-23.959999999999994,R
WI-06,144536,180311,218,325065,44.49,55.51,-11.019999999999996,R
WI-07,124307,194061,4472,322840,39.05,60.95,-21.900000000000006,R
WI-08,119265,209410,99,328774,36.29,63.71,-27.42,R
WV-01,70217,127997,0,198214,35.42,64.58,-29.159999999999997,R
WV-02,88011,110504,6277,204792,44.33,55.67,-11.340000000000003,R
WV-03,76340,98645,0,174985,43.63,56.37,-12.739999999999995,R
WY-01,59903,127963,13379,201245,31.89,68.11,-36.22,R
